"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"261",6.9,0.115,0.35,5.4,0.048,0.036,0.108,0.9939,3.32,0.42,10.2,6,"high"
"262",6.9,0.29,0.4,19.45,0.043,0.036,0.156,0.9996,2.93,0.47,8.9,5,"low"
"263",6.9,0.28,0.4,8.2,0.036,0.015,0.095,0.9944,3.17,0.33,10.2,5,"low"
"264",7.2,0.29,0.4,13.6,0.045,0.066,0.231,0.9977,3.08,0.59,9.6,6,"high"
"265",6.2,0.24,0.35,1.2,0.038,0.022,0.167,0.9912,3.1,0.48,10.6,6,"high"
"266",6.9,0.29,0.4,19.45,0.043,0.036,0.156,0.9996,2.93,0.47,8.9,5,"low"
"267",6.9,0.32,0.26,8.3,0.053,0.032,0.18,0.9965,3.25,0.51,9.2,6,"high"
"268",5.3,0.26,0.31,6.9,0.043,0.034,0.149,0.9944,3.34,0.57,9.7,5,"low"
"269",5.3,0.26,0.31,7.1,0.044,0.034,0.145,0.9945,3.34,0.57,9.7,6,"high"
"270",5.4,0.26,0.31,7,0.045,0.036,0.147,0.9944,3.34,0.57,9.7,6,"high"
"271",6.9,0.32,0.26,8.3,0.053,0.032,0.18,0.9965,3.25,0.51,9.2,6,"high"
"272",5.2,0.26,0.31,7,0.044,0.033,0.147,0.9944,3.33,0.58,9.7,5,"low"
"273",5.8,0.25,0.26,13.1,0.051,0.044,0.148,0.9972,3.29,0.38,9.3,5,"low"
"274",6.6,0.26,0.3,5.1,0.057,0.03,0.123,0.9949,3.24,0.38,9,5,"low"
"275",7,0.29,0.54,10.7,0.046,0.059,0.234,0.9966,3.05,0.61,9.5,5,"low"
"276",6.6,0.19,0.41,8.9,0.046,0.051,0.169,0.9954,3.14,0.57,9.8,6,"high"
"277",6.7,0.2,0.41,9.1,0.044,0.05,0.166,0.9954,3.14,0.58,9.8,6,"high"
"278",7.7,0.26,0.4,1.1,0.042,0.009,0.06,0.9915,2.89,0.5,10.6,5,"low"
"279",6.8,0.32,0.34,1.2,0.044,0.014,0.067,0.9919,3.05,0.47,10.6,4,"low"
"280",7,0.3,0.49,4.7,0.036,0.017,0.105,0.9916,3.26,0.68,12.4,7,"high"
"281",7,0.24,0.36,2.8,0.034,0.022,0.112,0.99,3.19,0.38,12.6,8,"high"
"282",6.1,0.31,0.31,5,0.039,0.036,0.114,0.9909,3.3,0.6,12.3,8,"high"
"283",6.8,0.44,0.37,5.1,0.047,0.046,0.201,0.9938,3.08,0.65,10.5,4,"low"
"284",6.7,0.34,0.3,15.6,0.054,0.051,0.196,0.9982,3.19,0.49,9.3,5,"low"
"285",7.1,0.35,0.24,15.4,0.055,0.046,0.198,0.9988,3.12,0.49,8.8,5,"low"
"286",7.3,0.32,0.25,7.2,0.056,0.047,0.18,0.9961,3.08,0.47,8.8,5,"low"
"287",6.5,0.28,0.33,15.7,0.053,0.051,0.19,0.9978,3.22,0.51,9.7,6,"high"
"288",7.2,0.23,0.39,14.2,0.058,0.049,0.192,0.9979,2.98,0.48,9,7,"high"
"289",7.2,0.23,0.39,14.2,0.058,0.049,0.192,0.9979,2.98,0.48,9,7,"high"
"290",7.2,0.23,0.39,14.2,0.058,0.049,0.192,0.9979,2.98,0.48,9,7,"high"
"291",7.2,0.23,0.39,14.2,0.058,0.049,0.192,0.9979,2.98,0.48,9,7,"high"
"292",5.9,0.15,0.31,5.8,0.041,0.053,0.155,0.9945,3.52,0.46,10.5,6,"high"
"293",7.4,0.28,0.42,19.8,0.066,0.053,0.195,1,2.96,0.44,9.1,5,"low"
"294",6.2,0.28,0.22,7.3,0.041,0.026,0.157,0.9957,3.44,0.64,9.8,7,"high"
"295",6.8,0.26,0.38,1.6,0.066,0.034,0.182,0.9968,3.23,0.38,8.5,3,"low"
"296",6.3,0.33,0.27,1.2,0.046,0.034,0.175,0.9934,3.37,0.54,9.4,6,"high"
"297",8.3,0.39,0.31,10.6,0.045,0.033,0.169,0.9976,3.09,0.57,9.4,5,"low"
"298",7.2,0.19,0.46,3.8,0.041,0.033,0.187,0.9932,3.19,0.6,11.2,7,"high"
"299",7.5,0.17,0.44,11.3,0.046,0.065,0.146,0.997,3.17,0.45,10,6,"high"
"300",6.7,0.17,0.5,2.1,0.043,0.027,0.122,0.9923,3.15,0.45,10.3,6,"high"
"301",6.1,0.41,0.31,1.6,0.063,0.036,0.087,0.9914,3.27,0.67,10.8,6,"high"
"302",8.3,0.2,0.35,0.9,0.05,0.012,0.074,0.992,3.13,0.38,10.5,6,"high"
"303",6.1,0.41,0.31,1.6,0.063,0.036,0.087,0.9914,3.27,0.67,10.8,6,"high"
"304",6,0.29,0.21,1.3,0.055,0.042,0.168,0.9914,3.32,0.43,11.1,6,"high"
"305",7.3,0.41,0.24,6.8,0.057,0.041,0.163,0.9949,3.2,0.41,9.9,6,"high"
"306",7.3,0.41,0.24,6.8,0.057,0.041,0.163,0.9949,3.2,0.41,9.9,6,"high"
"307",7.2,0.43,0.24,6.7,0.058,0.04,0.163,0.995,3.2,0.41,9.9,5,"low"
"308",7.3,0.4,0.24,6.7,0.058,0.041,0.166,0.995,3.2,0.41,9.9,6,"high"
"309",6.2,0.33,0.27,4.9,0.036,0.03,0.134,0.9927,3.2,0.42,10.4,7,"high"
"310",6.2,0.31,0.26,4.8,0.037,0.036,0.148,0.9928,3.21,0.41,10.4,6,"high"
"311",6.1,0.36,0.27,2.1,0.035,0.016,0.1,0.9917,3.4,0.71,11.5,7,"high"
"312",5,0.26,0.14,8.3,0.032,0.035,0.164,0.9918,3.53,0.51,12.5,8,"high"
"313",7.8,0.25,0.41,3.7,0.042,0.037,0.149,0.9954,3.36,0.45,10,6,"high"
"314",5.7,0.36,0.21,6.7,0.038,0.051,0.166,0.9941,3.29,0.63,10,6,"high"
"315",5.8,0.34,0.21,6.6,0.04,0.05,0.167,0.9941,3.29,0.62,10,5,"low"
"316",6.8,0.28,0.31,1.1,0.042,0.042,0.127,0.9934,3.09,0.44,9.1,6,"high"
"317",6.8,0.25,0.34,4.7,0.031,0.034,0.134,0.9927,3.21,0.38,10.6,6,"high"
"318",6.6,0.24,0.35,7.7,0.031,0.036,0.135,0.9938,3.19,0.37,10.5,5,"low"
"319",5.9,0.3,0.47,7.85,0.03,0.019,0.133,0.9933,3.52,0.43,11.5,7,"high"
"320",6.1,0.125,0.25,3.3,0.04,0.01,0.069,0.9934,3.54,0.59,10.1,6,"high"
"321",6,0.1,0.24,1.1,0.041,0.015,0.065,0.9927,3.17,0.61,10.3,7,"high"
"322",6.6,0.24,0.35,7.7,0.031,0.036,0.135,0.9938,3.19,0.37,10.5,5,"low"
"323",6.8,0.25,0.34,4.7,0.031,0.034,0.134,0.9927,3.21,0.38,10.6,6,"high"
"324",6.8,0.28,0.44,9.3,0.031,0.035,0.137,0.9946,3.16,0.36,10.4,6,"high"
"325",8.3,0.41,0.51,2,0.046,0.011,0.207,0.993,3.02,0.55,11.4,5,"low"
"326",7.5,0.27,0.31,5.8,0.057,0.033,0.134,0.9946,3.18,0.59,10.5,5,"low"
"327",7.9,0.26,0.41,15.15,0.04,0.038,0.216,0.9976,2.96,0.6,10,6,"high"
"328",6.4,0.34,0.23,6.3,0.039,0.037,0.143,0.9944,3.19,0.65,10,6,"high"
"329",6.5,0.28,0.35,15.4,0.042,0.055,0.195,0.9978,3.23,0.5,9.6,6,"high"
"330",7.2,0.21,0.41,1.3,0.036,0.033,0.085,0.992,3.17,0.51,10.4,5,"low"
"331",6.4,0.32,0.35,4.8,0.03,0.034,0.101,0.9912,3.36,0.6,12.5,8,"high"
"332",6.8,0.24,0.34,4.6,0.032,0.037,0.135,0.9927,3.2,0.39,10.6,5,"low"
"333",6.3,0.23,0.3,1.8,0.033,0.016,0.091,0.9906,3.28,0.4,11.8,6,"high"
"334",6.5,0.28,0.34,9.9,0.038,0.03,0.133,0.9954,3.11,0.44,9.8,5,"low"
"335",5.6,0.26,0.26,5.7,0.031,0.012,0.08,0.9923,3.25,0.38,10.8,5,"low"
"336",6.3,0.23,0.3,1.8,0.033,0.016,0.091,0.9906,3.28,0.4,11.8,6,"high"
"337",6.3,0.23,0.33,1.5,0.036,0.015,0.105,0.991,3.32,0.42,11.2,6,"high"
"338",5.8,0.27,0.27,12.3,0.045,0.055,0.17,0.9972,3.28,0.42,9.3,6,"high"
"339",5.9,0.26,0.4,1.3,0.047,0.012,0.139,0.9945,3.45,0.53,10.4,5,"low"
"340",6.6,0.18,0.35,1.5,0.049,0.049,0.141,0.9934,3.43,0.47,10.2,7,"high"
"341",7.4,0.2,0.43,7.8,0.045,0.027,0.153,0.9964,3.19,0.55,9,7,"high"
"342",8,0.24,0.36,1.5,0.047,0.017,0.129,0.9948,3.2,0.54,10,6,"high"
"343",6.4,0.26,0.42,9.7,0.044,0.03,0.14,0.9962,3.18,0.47,9.1,6,"high"
"344",5.4,0.31,0.47,3,0.053,0.046,0.144,0.9931,3.29,0.76,10,5,"low"
"345",5.4,0.29,0.47,3,0.052,0.047,0.145,0.993,3.29,0.75,10,6,"high"
"346",7.1,0.145,0.33,4.6,0.05,0.033,0.131,0.9942,3.28,0.4,9.6,6,"high"
"347",5.6,0.34,0.1,1.3,0.031,0.02,0.068,0.9906,3.36,0.51,11.2,7,"high"
"348",6.7,0.19,0.41,15.6,0.056,0.075,0.155,0.9995,3.2,0.44,8.8,6,"high"
"349",7.8,0.18,0.46,13.6,0.052,0.038,0.118,0.998,3.15,0.5,10,6,"high"
"350",7.6,0.17,0.45,11.2,0.054,0.056,0.137,0.997,3.15,0.47,10,5,"low"
"351",6.3,0.12,0.36,2.1,0.044,0.047,0.146,0.9914,3.27,0.74,11.4,7,"high"
"352",7.3,0.33,0.4,6.85,0.038,0.032,0.138,0.992,3.03,0.3,11.9,7,"high"
"353",5.5,0.335,0.3,2.5,0.071,0.027,0.128,0.9924,3.14,0.51,9.6,6,"high"
"354",7.3,0.33,0.4,6.85,0.038,0.032,0.138,0.992,3.03,0.3,11.9,7,"high"
"355",5.8,0.4,0.42,4.4,0.047,0.0385,0.245,0.9937,3.25,0.57,9.6,6,"high"
"356",7.3,0.22,0.37,14.3,0.063,0.048,0.191,0.9978,2.89,0.38,9,6,"high"
"357",7.3,0.22,0.37,14.3,0.063,0.048,0.191,0.9978,2.89,0.38,9,6,"high"
"358",6.1,0.36,0.33,1.1,0.05,0.024,0.169,0.9927,3.15,0.47,9.5,6,"high"
"359",6.8,0.2,0.39,1.4,0.05,0.019,0.152,0.994,3,0.42,10.4,6,"high"
"360",6.9,0.24,0.34,4.7,0.04,0.043,0.161,0.9935,3.2,0.59,10.6,6,"high"
"361",6.4,0.24,0.32,14.9,0.047,0.054,0.162,0.9968,3.28,0.5,10.2,6,"high"
"362",7.1,0.365,0.14,1.2,0.055,0.024,0.084,0.9941,3.15,0.43,8.9,5,"low"
"363",6.8,0.15,0.3,5.3,0.05,0.04,0.127,0.9942,3.4,0.39,9.7,6,"high"
"364",7.3,0.22,0.37,14.3,0.063,0.048,0.191,0.9978,2.89,0.38,9,6,"high"
"365",6.8,0.16,0.4,2.3,0.037,0.018,0.102,0.9923,3.49,0.42,11.4,7,"high"
"366",6,0.26,0.32,3.5,0.028,0.029,0.113,0.9912,3.4,0.71,12.3,7,"high"
"367",6,0.18,0.27,1.5,0.042,0.04,0.143,0.9923,3.49,0.62,10.8,6,"high"
"368",6.9,0.33,0.21,1,0.053,0.039,0.148,0.9927,3.12,0.45,9.4,6,"high"
"369",7.7,0.29,0.48,2.3,0.049,0.036,0.178,0.9931,3.17,0.64,10.6,6,"high"
"370",7.1,0.39,0.35,12.5,0.044,0.026,0.072,0.9941,3.17,0.29,11.6,5,"low"
"371",6.9,0.33,0.21,1,0.053,0.039,0.148,0.9927,3.12,0.45,9.4,6,"high"
"372",7.7,0.29,0.48,2.3,0.049,0.036,0.178,0.9931,3.17,0.64,10.6,6,"high"
"373",6.6,0.26,0.19,0.8,0.048,0.017,0.204,0.9934,3.34,0.56,10,5,"low"
"374",7.2,0.27,0.27,2.4,0.048,0.03,0.149,0.9936,3.1,0.51,9.2,6,"high"
"375",5.1,0.33,0.22,1.6,0.027,0.018,0.089,0.9893,3.51,0.38,12.5,7,"high"
"376",5.1,0.33,0.22,1.6,0.027,0.018,0.089,0.9893,3.51,0.38,12.5,7,"high"
"377",6.4,0.31,0.28,1.5,0.037,0.012,0.119,0.9919,3.32,0.51,10.4,7,"high"
"378",7.3,0.2,0.44,1.4,0.045,0.021,0.098,0.9924,3.15,0.46,10,7,"high"
"379",5.7,0.32,0.5,2.6,0.049,0.017,0.155,0.9927,3.22,0.64,10,6,"high"
"380",6.4,0.31,0.28,1.5,0.037,0.012,0.119,0.9919,3.32,0.51,10.4,7,"high"
"381",7.3,0.2,0.44,1.4,0.045,0.021,0.098,0.9924,3.15,0.46,10,7,"high"
"382",7.2,0.28,0.26,12.5,0.046,0.048,0.179,0.9975,3.1,0.52,9,6,"high"
"383",7.5,0.35,0.28,9.6,0.051,0.026,0.157,0.9969,3.12,0.53,9.2,6,"high"
"384",7.2,0.27,0.27,2.4,0.048,0.03,0.149,0.9936,3.1,0.51,9.2,6,"high"
"385",6,0.36,0.39,3.2,0.027,0.02,0.125,0.991,3.38,0.39,11.3,7,"high"
"386",5.1,0.33,0.22,1.6,0.027,0.018,0.089,0.9893,3.51,0.38,12.5,7,"high"
"387",5,0.17,0.56,1.5,0.026,0.024,0.115,0.9906,3.48,0.39,10.8,7,"high"
"388",6.3,0.39,0.35,5.9,0.04,0.033,0.134,0.9941,3.12,0.66,10.1,5,"low"
"389",6.7,0.21,0.32,5.4,0.047,0.029,0.14,0.995,3.39,0.46,9.7,6,"high"
"390",7,0.3,0.38,14.9,0.032,0.06,0.181,0.9983,3.18,0.61,9.3,7,"high"
"391",7,0.3,0.38,14.9,0.032,0.06,0.181,0.9983,3.18,0.61,9.3,7,"high"
"392",6.5,0.36,0.32,1.1,0.031,0.013,0.066,0.9916,3.1,0.46,10.6,5,"low"
"393",6.1,0.26,0.15,9.8,0.031,0.019,0.125,0.9957,3.36,0.47,10.2,6,"high"
"394",7.3,0.24,0.43,2,0.021,0.02,0.069,0.99,3.08,0.56,12.2,6,"high"
"395",6.8,0.37,0.51,11.8,0.044,0.062,0.163,0.9976,3.19,0.44,8.8,5,"low"
"396",6.8,0.27,0.12,1.3,0.04,0.033,0.168,0.992,3.18,0.41,10,5,"low"
"397",8.2,0.28,0.42,1.8,0.031,0.03,0.093,0.9917,3.09,0.39,11.4,5,"low"
"398",6.3,0.2,0.4,1.5,0.037,0.035,0.107,0.9917,3.46,0.5,11.4,6,"high"
"399",5.9,0.26,0.27,18.2,0.048,0.052,0.168,0.9993,3.35,0.44,9.4,5,"low"
"400",6.4,0.19,0.42,2.9,0.032,0.032,0.083,0.9908,3.3,0.41,11.7,6,"high"
"401",6.3,0.2,0.4,1.5,0.037,0.035,0.107,0.9917,3.46,0.5,11.4,6,"high"
"402",6.8,0.37,0.51,11.8,0.044,0.062,0.163,0.9976,3.19,0.44,8.8,5,"low"
"403",6.1,0.35,0.31,1.4,0.069,0.022,0.108,0.9934,3.23,0.52,9.2,5,"low"
"404",7.1,0.27,0.31,18.2,0.046,0.055,0.252,1,3.07,0.56,8.7,5,"low"
"405",6.8,0.22,0.31,6.3,0.035,0.033,0.17,0.9918,3.24,0.66,12.6,6,"high"
"406",6.8,0.27,0.12,1.3,0.04,0.033,0.168,0.992,3.18,0.41,10,5,"low"
"407",5.8,0.28,0.34,4,0.031,0.04,0.099,0.9896,3.39,0.39,12.8,7,"high"
"408",6.9,0.26,0.24,1.2,0.049,0.013,0.125,0.9932,3.17,0.51,9.4,5,"low"
"409",6.3,0.14,0.39,1.2,0.044,0.026,0.116,0.992,3.26,0.53,10.3,6,"high"
"410",8.2,0.28,0.42,1.8,0.031,0.03,0.093,0.9917,3.09,0.39,11.4,5,"low"
"411",7.2,0.25,0.39,18.95,0.038,0.042,0.155,0.9999,2.97,0.47,9,6,"high"
"412",7.3,0.28,0.36,12.7,0.04,0.038,0.14,0.998,3.3,0.47,9.6,6,"high"
"413",7.2,0.19,0.39,1.2,0.036,0.032,0.085,0.9918,3.16,0.5,10.5,5,"low"
"414",7.2,0.19,0.39,1.2,0.036,0.032,0.085,0.9918,3.16,0.5,10.5,5,"low"
"415",7.2,0.25,0.39,18.95,0.038,0.042,0.155,0.9999,2.97,0.47,9,6,"high"
"416",7.3,0.28,0.36,12.7,0.04,0.038,0.14,0.998,3.3,0.47,9.6,6,"high"
"417",7.4,0.21,0.27,1.2,0.041,0.027,0.099,0.9927,3.19,0.33,9.8,6,"high"
"418",6.8,0.26,0.22,7.7,0.047,0.057,0.21,0.9959,3.1,0.47,9,5,"low"
"419",7.4,0.21,0.27,1.2,0.041,0.027,0.099,0.9927,3.19,0.33,9.8,6,"high"
"420",7.4,0.31,0.28,1.6,0.05,0.033,0.137,0.9929,3.31,0.56,10.5,6,"high"
"421",7,0.22,0.31,2.7,0.03,0.041,0.136,0.9898,3.16,0.37,12.7,7,"high"
"422",7,0.21,0.28,8.7,0.045,0.037,0.222,0.9954,3.25,0.54,10.4,6,"high"
"423",7,0.21,0.28,8.6,0.045,0.037,0.221,0.9954,3.25,0.54,10.4,6,"high"
"424",7,0.21,0.28,8.6,0.045,0.037,0.221,0.9954,3.25,0.54,10.4,6,"high"
"425",6.9,0.23,0.38,8.3,0.047,0.047,0.162,0.9954,3.34,0.52,10.5,7,"high"
"426",7,0.21,0.28,8.7,0.045,0.037,0.222,0.9954,3.25,0.54,10.4,6,"high"
"427",7,0.21,0.28,8.6,0.045,0.037,0.221,0.9954,3.25,0.54,10.4,6,"high"
"428",6.8,0.29,0.5,13.3,0.053,0.048,0.194,0.9974,3.09,0.45,9.4,5,"low"
"429",7.8,0.21,0.27,1.2,0.051,0.02,0.089,0.9936,3.06,0.46,9.1,5,"low"
"430",7.1,0.31,0.47,13.6,0.056,0.054,0.197,0.9978,3.1,0.49,9.3,5,"low"
"431",6.8,0.29,0.5,13.3,0.053,0.048,0.194,0.9974,3.09,0.45,9.4,5,"low"
"432",6.4,0.34,0.1,1.1,0.048,0.019,0.084,0.9927,3.21,0.38,9.8,5,"low"
"433",7.4,0.155,0.34,2.3,0.045,0.0735,0.214,0.9934,3.18,0.61,9.9,7,"high"
"434",7.2,0.26,0.31,1.5,0.042,0.016,0.151,0.9938,3.07,0.57,9.2,4,"low"
"435",7,0.23,0.36,7.1,0.028,0.031,0.104,0.9922,3.35,0.47,12.1,8,"high"
"436",6.9,0.2,0.37,6.2,0.027,0.024,0.097,0.992,3.38,0.49,12.2,7,"high"
"437",6.1,0.28,0.32,2.5,0.042,0.023,0.2185,0.9935,3.27,0.6,9.8,5,"low"
"438",6.6,0.16,0.32,1.4,0.035,0.049,0.186,0.9906,3.35,0.64,12.4,8,"high"
"439",7.4,0.155,0.34,2.3,0.045,0.0735,0.214,0.9934,3.18,0.61,9.9,7,"high"
"440",6.2,0.35,0.31,1.2,0.06,0.023,0.108,0.9934,3.26,0.54,9.2,5,"low"
"441",6.7,0.22,0.37,1.6,0.028,0.024,0.102,0.9913,3.29,0.59,11.6,7,"high"
"442",6.1,0.38,0.2,6.6,0.033,0.025,0.137,0.9938,3.3,0.69,10.4,6,"high"
"443",6,0.25,0.28,2.2,0.026,0.054,0.126,0.9898,3.43,0.65,12.9,8,"high"
"444",6.6,0.26,0.44,12.2,0.048,0.054,0.245,0.9975,3.26,0.54,9.3,6,"high"
"445",6.9,0.24,0.36,20.8,0.031,0.04,0.139,0.9975,3.2,0.33,11,6,"high"
"446",7.1,0.32,0.32,11,0.038,0.016,0.066,0.9937,3.24,0.4,11.5,3,"low"
"447",5.8,0.28,0.27,2.6,0.054,0.03,0.156,0.9914,3.53,0.42,12.4,5,"low"
"448",6.5,0.41,0.24,14,0.048,0.024,0.113,0.9982,3.44,0.53,9.8,6,"high"
"449",6.5,0.41,0.24,14,0.048,0.024,0.113,0.9982,3.44,0.53,9.8,6,"high"
"450",6.4,0.28,0.29,1.6,0.052,0.034,0.127,0.9929,3.48,0.56,10.5,7,"high"
"451",7.2,0.26,0.2,9.9,0.07,0.021,0.174,0.9971,3.03,0.54,9.1,5,"low"
"452",6.1,0.2,0.25,1.2,0.038,0.034,0.128,0.9921,3.24,0.44,10.1,5,"low"
"453",5.9,0.46,0.14,2.7,0.042,0.027,0.16,0.9931,3.46,0.51,10.6,7,"high"
"454",6,0.27,0.27,1.6,0.046,0.032,0.113,0.9924,3.41,0.51,10.5,7,"high"
"455",6.4,0.28,0.29,1.6,0.052,0.034,0.127,0.9929,3.48,0.56,10.5,7,"high"
"456",6.4,0.41,0.24,14,0.048,0.024,0.113,0.9982,3.44,0.53,9.8,6,"high"
"457",6.3,0.23,0.31,1.5,0.022,0.011,0.082,0.9892,3.3,0.4,12.9,7,"high"
"458",7.1,0.21,0.27,8.6,0.056,0.026,0.111,0.9956,2.95,0.52,9.5,5,"low"
"459",6,0.37,0.32,1,0.053,0.031,0.2185,0.9924,3.29,0.72,9.8,6,"high"
"460",6.1,0.43,0.35,9.1,0.059,0.033,0.249,0.9971,3.37,0.5,8.5,5,"low"
"461",7.1,0.21,0.27,8.6,0.056,0.026,0.111,0.9956,2.95,0.52,9.5,5,"low"
"462",7,0.25,0.29,15.2,0.047,0.04,0.171,0.9982,3.22,0.45,9.3,5,"low"
"463",5.9,0.25,0.19,12.4,0.047,0.05,0.162,0.9973,3.35,0.38,9.5,5,"low"
"464",6.8,0.32,0.21,2.2,0.044,0.015,0.068,0.9932,3.17,0.39,9.4,6,"high"
"465",7.2,0.39,0.31,11,0.047,0.066,0.178,0.9976,3.16,0.5,8.7,5,"low"
"466",6.3,0.21,0.31,10,0.042,0.034,0.126,0.9962,2.95,0.46,8.9,5,"low"
"467",7,0.14,0.32,9,0.039,0.054,0.141,0.9956,3.22,0.43,9.4,6,"high"
"468",6.8,0.32,0.21,2.2,0.044,0.015,0.068,0.9932,3.17,0.39,9.4,6,"high"
"469",7.2,0.39,0.31,11,0.047,0.066,0.178,0.9976,3.16,0.5,8.7,5,"low"
"470",7.2,0.29,0.53,18.15,0.047,0.059,0.182,0.9992,3.09,0.52,9.6,5,"low"
"471",8.6,0.37,0.31,12.15,0.039,0.021,0.158,0.9983,3,0.73,9.3,6,"high"
"472",6.5,0.38,0.34,3.4,0.036,0.034,0.2,0.9937,3.14,0.76,10,5,"low"
"473",6.6,0.24,0.29,2,0.023,0.019,0.086,0.99,3.25,0.45,12.5,6,"high"
"474",7,0.17,0.31,4.8,0.034,0.034,0.132,0.9944,3.36,0.48,9.6,7,"high"
"475",5.5,0.16,0.22,4.5,0.03,0.03,0.102,0.9938,3.24,0.36,9.4,6,"high"
"476",7,0.24,0.51,11,0.029,0.055,0.227,0.9965,3.03,0.61,9.5,5,"low"
"477",7.4,0.28,0.36,1.1,0.028,0.042,0.105,0.9893,2.99,0.39,12.4,7,"high"
"478",7,0.22,0.28,1.5,0.037,0.029,0.115,0.9927,3.11,0.55,10.5,6,"high"
"479",7.1,0.26,0.13,1.7,0.042,0.021,0.165,0.994,2.97,0.58,9.2,6,"high"
"480",6.3,0.22,0.33,1.7,0.041,0.067,0.164,0.9928,3.32,0.56,10.4,6,"high"
"481",6.7,0.47,0.34,8.9,0.043,0.031,0.172,0.9964,3.22,0.6,9.2,5,"low"
"482",5.9,0.36,0.41,1.3,0.047,0.045,0.104,0.9917,3.33,0.51,10.6,6,"high"
"483",5.8,0.25,0.24,13.3,0.044,0.041,0.137,0.9972,3.34,0.42,9.5,5,"low"
"484",6.7,0.47,0.34,8.9,0.043,0.031,0.172,0.9964,3.22,0.6,9.2,5,"low"
"485",6.2,0.37,0.3,6.6,0.042,0.079,0.2,0.9954,3.29,0.58,9.6,5,"low"
"486",6.2,0.18,0.38,1.5,0.028,0.036,0.117,0.993,3.47,0.54,9.7,6,"high"
"487",6,0.16,0.37,1.5,0.025,0.043,0.117,0.9928,3.46,0.51,9.7,6,"high"
"488",6.6,0.34,0.28,1.3,0.035,0.032,0.09,0.9916,3.1,0.42,10.7,6,"high"
"489",7.4,0.29,0.29,1.6,0.045,0.053,0.18,0.9936,3.34,0.68,10.5,6,"high"
"490",7.4,0.26,0.31,7.6,0.047,0.052,0.177,0.9962,3.13,0.45,8.9,6,"high"
"491",7,0.28,0.36,1,0.035,0.008,0.07,0.9899,3.09,0.46,12.1,6,"high"
"492",7.1,0.23,0.39,1.6,0.032,0.012,0.065,0.9898,3.25,0.4,12.7,7,"high"
"493",7.8,0.19,0.26,8.9,0.039,0.042,0.182,0.996,3.18,0.46,9.9,6,"high"
"494",6.3,0.19,0.28,1.8,0.022,0.028,0.158,0.9907,3.2,0.64,11.4,6,"high"
"495",6.8,0.2,0.38,4.7,0.04,0.027,0.103,0.994,3.37,0.58,10.7,6,"high"
"496",5.7,0.44,0.13,7,0.025,0.028,0.173,0.9913,3.33,0.48,12.5,6,"high"
"497",7.2,0.4,0.31,10.8,0.041,0.07,0.189,0.9976,3.08,0.49,8.6,4,"low"
"498",6.8,0.23,0.32,1.6,0.026,0.043,0.147,0.9904,3.29,0.54,12.5,6,"high"
"499",5.7,0.335,0.34,1,0.04,0.013,0.174,0.992,3.27,0.66,10,5,"low"
"500",7.2,0.4,0.31,10.8,0.041,0.07,0.189,0.9976,3.08,0.49,8.6,4,"low"
"501",7.2,0.28,0.54,16.7,0.045,0.054,0.2,0.999,3.08,0.49,9.5,6,"high"
"502",6.8,0.19,0.31,14.2,0.038,0.051,0.164,0.9975,3.12,0.48,9.6,6,"high"
"503",6.4,0.3,0.3,2.25,0.038,0.008,0.21,0.9937,3.2,0.62,9.9,6,"high"
"504",6.5,0.3,0.29,2.25,0.037,0.008,0.21,0.9937,3.19,0.62,9.9,5,"low"
"505",7.8,0.18,0.31,12.2,0.053,0.046,0.14,0.998,3.06,0.53,8.9,6,"high"
"506",7.8,0.18,0.31,12.2,0.053,0.046,0.14,0.998,3.06,0.53,8.9,6,"high"
"507",7.3,0.26,0.26,3.3,0.042,0.007,0.135,0.9944,3.01,0.52,8.8,5,"low"
"508",6,0.24,0.27,1.9,0.048,0.04,0.17,0.9938,3.17,0.54,10,7,"high"
"509",5.9,0.26,0.28,3.5,0.039,0.055,0.152,0.9907,3.44,0.44,12,6,"high"
"510",6,0.24,0.27,1.9,0.048,0.04,0.17,0.9938,3.17,0.54,10,7,"high"
"511",6.7,0.27,0.12,1.3,0.041,0.062,0.138,0.9921,3.21,0.42,10,6,"high"
"512",7.8,0.34,0.35,1.8,0.042,0.008,0.167,0.9908,3.11,0.41,12.1,6,"high"
"513",7.3,0.26,0.36,5.2,0.04,0.031,0.141,0.9931,3.16,0.59,11,6,"high"
"514",7.4,0.36,0.33,1.4,0.025,0.027,0.055,0.9915,3.21,0.33,11.2,6,"high"
"515",7.8,0.28,0.32,9,0.036,0.034,0.115,0.9952,3.17,0.39,10.3,7,"high"
"516",6.1,0.31,0.26,2.2,0.051,0.028,0.167,0.9926,3.37,0.47,10.4,6,"high"
"517",6.8,0.18,0.37,1.6,0.055,0.047,0.154,0.9934,3.08,0.45,9.1,5,"low"
"518",7.4,0.15,0.42,1.7,0.045,0.049,0.154,0.992,3,0.6,10.4,6,"high"
"519",5.9,0.13,0.28,1.9,0.05,0.02,0.078,0.9918,3.43,0.64,10.8,6,"high"
"520",7.2,0.34,0.34,12.6,0.048,0.007,0.041,0.9942,3.19,0.4,11.7,5,"low"
"521",7.9,0.19,0.26,2.1,0.039,0.008,0.143,0.9942,3.05,0.74,9.8,5,"low"
